00001gem;d82ba646c81ed8f6b0afe8e00f7d4fe6
00002gem;451eb5187bdedec15bf6195ff9da1717
00003gem;ac9bb46e230f4de9b959d984ee5cd438
00004gem;4e3ebb0d960a5ac299ebe898274b3b82
00005gem;c45df90a6cba117fe4ebd77688ff53bb
00006gem;2061a9c825b69f91c9df5860d49227b9
00007gem;7a58373140713179dbde3e516f6b5ffd
00008gem;f7ec931343a25fb6091ce195e9209a9f
00009gem;5d6cbef7b46af418be1e769c93a53ffc
00010gem;e3e0b12219aac55911389c9416d0df94
00011gem;1ee0deab7ef97e1916df09ee86854f30
00012gem;4c1983b09ebfd3b358199dbbb99654e5
00013gem;f4b656d4c8dcf0621fddd7393af0dec7
00014gem;9a3ede4253f85c163215345f1d629596
00015gem;505531afd7919e5371db8d7be9205197
00016gem;2432f12652a9dcfb25f373ec62e59f19
00017gem;5e081760a85284b150e443887bd2e80d
00018gem;8a1ee02e8a194c7d73aaed21bd587960
00019gem;6c6bbe050552d2a8fbbccb36adc3caaa
00020gem;b2b9836eda6588f05562925d3468632b
00021gem;4dde8005b13f1a56da67dcad2dbe6e14
00022gem;b6d7f4650ee43b57fb6f258ae246bc92
00023gem;a2e64df6eed006d6f8b3279553f1cfd6
00024gem;f5fa7d831f3d27fe047d878b03c8782e
00025gem;52de3defa19d22d8190c1c5c71281f86
00026gem;6dff8943bd4ea278a5ac7769dc1639ce
00027gem;efd25772c49a55a8e4ade4c2a98cb073
00028gem;8196caeb9b7fcf467af5698bf085b94b
00029gem;d7b15bcbe7b53eddd27fec9009a93084
00030gem;6438a533781c9673938760ca446ad47c
00031gem;a1e6276eda8466192230b87e930743cc
00032gem;3c349bb80902eab99bf4f684203a1ba9
00033gem;12c2b902efab9abb02200123d6ab7898
00034gem;90bd460b9673172175f73a8584d5790a
00035gem;2b56220e61a7ebed8b59ff24610479cd
00036gem;36ff4b257cbea82aefedac61c550ad01
00037gem;be2b95d750ba91340f62c3a16021b383
00038gem;82ce99fd7089a77659039f04a835f870
00039gem;2bcb004cc2a3bafd78395f051f747388
00040gem;41f3eec54cc1049b62138e4c609ea541
00041gem;e2b1321ed6cdc40ba95ec8674f0946c0
00042gem;a530ed7bb70089deb5b52308f1b38465
00043gem;b754ba164c563b8c57e7456e06a9ec37
00044gem;d32b066583c18e7496f5c09f08b2a346
00045gem;da45e203e658d65525163703dd359d54
00046gem;bc50736c25327a8274b042b29cc4a503
00047gem;61b2d41ea5e1b58c4097e8d43f6eef48
00048gem;37291e8438203381c94fb99d90ce8ae6
00049gem;894a09d5b641bf5cd96286a5acf0c453
00050gem;72283a66a7e740123905873397c5388a
00051gem;7edc65d84bef2b28feabd79988de13a1
00052gem;3f22255cc4b1d166eb9e8582fdc5eb20
00053gem;f55d8a9be2f60e1e0b6adebd0e1ba60c
00054gem;6c919de5ac22565a47cb05286558bf22
00055gem;adb87e6390ee1e18eb989ee7facea077
00056gem;890c5693cf418185806f8196f77f423a
00057gem;ed7ea65c4c37417c645875bde522c95b
00058gem;801876ed30c83fc2e88f97e6839464a4
00059gem;085681df2e432958698bdedce3023d94
00060gem;e0dfa5698539851960b9a1f3cf7417db
00061gem;ceec63788deade1ca082b69b12c923dd
00062gem;d42ff1596ca63438d785d0585cee353d
00063gem;fe8cb82ea2dc582f4a35cf3c87f691aa
00064gem;6f8b12385ca510801d5f6cf4cee20c65
00065gem;5c481849a0421f08923c4e366b0dba9a
00066gem;f48cb1600586a37a875a1109b4260d2e
00067gem;38a55f19b15e556baa4977c3c3fdd41b
00068gem;9ed16efa5a517aa39b380477cb9073a6
00069gem;41c43849e52ab50f6b726d62e1b1c0f6
00070gem;614273d72f40a84bbbcb852b170481eb
00071gem;eab3506603293e5c5cfa969860134c57
00072gem;fb2cba4809a23e744f1001768bac04cb
00073gem;eb03d03e405aa8f856e099f21e62f753
00074gem;75fe527e5dad9a29118242dd452693de
00075gem;ce81955a6ad452aada0c6aa0a3b34fcd
00076gem;7b447870ddefc818df7d29fc5c3258d0
00077gem;6e96becc115e479231f606fb6b6c2924
00078gem;619d3ca7ff0888e7eb45327bfb652c2d
00079gem;aec3a6c643f87c48828f0215bc24c5d5
00080gem;26592ff9c0ff7d15e7d13efc3dfd6b42
00081gem;77021a9bcbed84ed584b4a3de5ea36aa
00082gem;9f8c092263e7bfe4a475700a0d5c786f
00083gem;ba29e39c0e5092192e977a248f8fecb2
00084gem;fd39acb5ef1326cc1442ac19832433b9
00085gem;2bdec7486724829f9b41283eb24ec189
00086gem;2f37236af35f7139f5f20be07366498b
00087gem;d4e27eb081b8b076fb37fa4145dd5885
00088gem;1165b930120a767521e686f1e63dfa99
00089gem;2fe3a5a0168b37fcc39c42bc43b06e4c
00090gem;1f597372951200f0f124403f2638acf5
00091gem;c77b4535d8939c837be2685c647e6898
00092gem;68bc6d68e30dd425cf874ca3988d7b06
00093gem;04ae002c72bf2e1eb9a124eabc2d7886
00094gem;fc93d3e5cb3a1a7f1a6192af9d71bd39
00095gem;a95c6a1f41452663b859ff1b4ee4fb64
00096gem;beb6e57f641e720884a85ec3842185ce
00097gem;c35d457ad8b8084225d00c5e8976f24b
00098gem;1719a3a10ca5436e41d80bba52466e90
00099gem;6d94efc26a9c6162cbe4f431012bc56d
00100gem;d3cb5859c9d9071ff2adabe9451ea0b1
00101gem;8a38cfaec27e401ba4e283d3981c53e5
00102gem;1503a9a6a7462407dd8cab4978a579b5
00103gem;d010d1e41284fc18e7d2e3bec97fd231
00104gem;8c288e5229cc2e17ee55067d46a003db
00105gem;a4dccdd8ebfb488c69cce4ea5967e8ac
00106gem;948440517872af1d54f9069b65d6c32f
00107gem;58caeefc8bcf5c273bad3b32e124876b
00108gem;bd47520983e5bce9e254ee814e74a004
00109gem;9627bcb11f546e2abb0ba2ba45a18d72
00110gem;66c5e0c8446f1518a4c6454bc9149c7c
00111gem;581246f435a43fd79a9d207121b05387
00112gem;86e6c6cc6470a04f58affffb0b8a3a31
00113gem;30d7ee961deea476add8674b621f5da9
00114gem;2b54c89e739220cba14609940371d70c
00115gem;23824016bd37f472931ef44f8810c093
00116gem;6e36ce6eee1e83d16c4ea2bf954f5924
00117gem;5887c2d328ccf679728efa950badb895
00118gem;2747a31c06b53095a9eb013fdd2e1b51
00119gem;461bd0a98fc5f535a732f09a1f2e5e00
00120gem;1f091c6ac5b196c69792c2b8c2355c29
00121gem;a2f844cf501b86c701f06780a3f5e3ff
00122gem;18f3bea08a36dd9959b75aba10a40796
00123gem;37c65c4901ca7e8cdcf1fe6f62e48d26
00124gem;5f729d8f2681ce78d25b408155e7b064
00125gem;78a2cb423a833a27cd02974e90500b7f
00126gem;8dcdf370ea1095be42b8a1f4a8c0d148
00127gem;1ea3c5be9e133047be89fdd16ed26a81
00128gem;c4cebae076504f406287a13fb020acde
00129gem;7cef6f5a22ef3d1b36807829c7feb372
00130gem;8c066ca57b6ce0f6773518262f973240
00131gem;10b8ba6e00e7049fc41414f0879ec457
00132gem;7797d2ea6e90f3e53e8f7d530e0551b7
00133gem;368032e1e5b3a845c1a5e932e0bab654
00134gem;b85b6d9a17a77254c6a88e6be1b9d3ed
00135gem;05dd9e351acc91da858902ff12b58ecb
00136gem;5def4c9334545513e0061c8722266523
00137gem;de72451119bfee2f7e0939a05c069d0b
00138gem;b77ae848155ba4892997206484e2a888
00139gem;3e3fae7a3cc2174ecfc6e4354c297c99
00140gem;d75d740f9b3a27343f14aaa442d99681
00141gem;06daf523be050d10840a87aeb8e02a86
00142gem;5f4bf97d012642265de0abecae6b278c
00143gem;83213c8e03824f4f361130e4a01b4020
00144gem;25bd72d0df8fd0f27ce9b7a76f360616
00145gem;baad6a67c21951d56f8777129f547c13
00146gem;3fe97adee2f33b7fe0946bf200124144
00147gem;1154d6c49dd251ce78c29fb36614c03c
00148gem;05dc03c59121abf8ee3524cbdc9d547e
00149gem;b09ca7eb312d2c3caaf2f5f596eefa19
00150gem;d30da7aa635e6461f100d467855d6a9b
